season,home,away,week,score_home,score_away,winner,loser,team_possesion,field_position,field_team,field_yards,yards_to_td,quarter,to_go,time_left_qtr,penalty_on,penalty,penalty_yards,full_description,game_type,team_possesion_cat,team_penalty_cat,penalty_side,opportunity,yards_to_go
2011,OAK,NE,4,19,31,NE,OAK,NE,OAK 46,OAK,46,46,Q3,1 and 10,12:57,OAK,Defensive Offside,5,"(NE, OAK 46, Q3, 1 and 10) (12:57) T.Welch reported in as eligible.  S.Ridley left guard to OAK 46 for no gain. PENALTY on OAK-Q.Groves, Defensive Offside, 5 yards, enforced at OAK 46 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2011,OAK,NE,4,19,31,NE,OAK,NE,NE 20,NE,20,80,Q3,1 and 10,3:21,NE,Illegal Motion,5,"(NE, NE 20, Q3, 1 and 10) (3:21) T.Brady pass short left to C.Ochocinco to NE 28 for 8 yards (J.Porter). PENALTY on NE-W.Welker, Illegal Motion, 5 yards, enforced at NE 20 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2011,OAK,NE,4,19,31,NE,OAK,OAK,NE 45,NE,45,45,Q4,3 and 12,10:36,NE,Unnecessary Roughness,15,"(OAK, NE 45, Q4, 3 and 12) (10:36) (Shotgun) J.Campbell pass incomplete deep middle to D.Heyward-Bey. PENALTY on NE-P.Chung, Unnecessary Roughness, 15 yards, enforced at NE 45 - No Play.",REG,Opponent,NE,Defensive Penalty,3,12
2011,OAK,NE,4,19,31,NE,OAK,NE,NE 48,NE,48,52,Q4,2 and 11,9:44,NE,Offensive Holding,10,"(NE, NE 48, Q4, 2 and 11) (9:44) T.Brady pass incomplete short right to J.Edelman (T.Branch). PENALTY on NE-B.Waters, Offensive Holding, 10 yards, enforced at NE 48 - No Play.",REG,NE,NE,Offensive Penalty,2,11
2011,OAK,NE,4,19,31,NE,OAK,NE,NE 37,NE,37,63,Q4,4 and 10,4:19,OAK,Illegal Block Above the Waist,10,"(NE, NE 37, Q4, 4 and 10) (4:19) Z.Mesko punts 51 yards to OAK 12, Center-D.Aiken. D.Moore to NE 30 for 58 yards (Z.Mesko). PENALTY on OAK-D.Blackstock, Illegal Block Above the Waist, 10 yards, enforced at OAK 30.",REG,NE,Opponent,Defensive Penalty,4,10
2011,NE,NYJ,5,30,21,NE,NYJ,NYJ,NYJ 18,NYJ,18,82,Q1,2 and 1,11:16,NYJ,False Start,4,"(NYJ, NYJ 18, Q1, 2 and 1) (11:16) PENALTY on NYJ-M.Mulligan, False Start, 4 yards, enforced at NYJ 18 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,1
2011,NE,NYJ,5,30,21,NE,NYJ,NYJ,NYJ 18,NYJ,18,82,Q1,4 and 1,10:16,NE,Offensive Holding,10,"(NYJ, NYJ 18, Q1, 4 and 1) (10:16) T.Conley punts 35 yards to NE 47, Center-T.Purdum. W.Welker MUFFS catch, recovered by NE-A.Molden at NE 46. PENALTY on NE, Offensive Holding, 10 yards, enforced at NE 46.",REG,Opponent,NE,Defensive Penalty,4,1
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NE 36,NE,36,64,Q1,1 and 10,10:06,NYJ,Illegal Substitution,5,"(NE, NE 36, Q1, 1 and 10) (10:06) T.Brady pass incomplete short right to C.Ochocinco. PENALTY on NYJ, Illegal Substitution, 5 yards, enforced at NE 36 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NE 28,NE,28,72,Q1,1 and 10,5:03,NE,Face Mask (15 Yards),14,"(NE, NE 28, Q1, 1 and 10) (5:03) S.Ridley left end to NE 28 for no gain (R.Pitoitua; E.Smith). PENALTY on NE-R.Gronkowski, Face Mask (15 Yards), 14 yards, enforced at NE 28 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NE 17,NE,17,83,Q1,3 and 21,3:22,NE,False Start,5,"(NE, NE 17, Q1, 3 and 21) (3:22) (Shotgun) PENALTY on NE-A.Hernandez, False Start, 5 yards, enforced at NE 17 - No Play.",REG,NE,NE,Offensive Penalty,3,21
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NE 12,NE,12,88,Q1,3 and 26,3:03,NYJ,Defensive Pass Interference,38,"(NE, NE 12, Q1, 3 and 26) (3:03) (Shotgun) T.Brady pass incomplete deep middle to A.Hernandez [E.Smith]. PENALTY on NYJ-D.Strickland, Defensive Pass Interference, 38 yards, enforced at NE 12 - No Play.",REG,NE,Opponent,Defensive Penalty,3,26
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NE 46,NE,46,54,Q1,2 and 14,2:12,NE,Offensive Holding,10,"(NE, NE 46, Q1, 2 and 14) (2:12) N.Solder reported in as eligible.  T.Brady pass short middle to A.Hernandez to NYJ 43 for 11 yards (J.Leonhard) [M.Wilkerson]. FUMBLES (J.Leonhard), recovered by NE-D.Branch at NYJ 41. D.Branch to NYJ 41 for no gain (B.Pool). PENALTY on NE-N.Solder, Offensive Holding, 10 yards, enforced at NE 46 - No Play.",REG,NE,NE,Offensive Penalty,2,14
2011,NE,NYJ,5,30,21,NE,NYJ,NYJ,NYJ 29,NYJ,29,71,Q2,4 and 1,14:30,NYJ,Unnecessary Roughness,15,"(NYJ, NYJ 29, Q2, 4 and 1) (14:30) T.Conley punts 47 yards to NE 24, Center-T.Purdum. W.Welker pushed ob at NE 41 for 17 yards (N.Bellore). PENALTY on NYJ-N.Bellore, Unnecessary Roughness, 15 yards, enforced at NE 41.",REG,Opponent,Opponent,Offensive Penalty,4,1
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NYJ 39,NYJ,39,39,Q2,3 and 5,12:59,NYJ,Illegal Contact,5,"(NE, NYJ 39, Q2, 3 and 5) (12:59) (Shotgun) T.Brady pass incomplete deep left to A.Hernandez [J.Westerman]. PENALTY on NYJ-K.Wilson, Illegal Contact, 5 yards, enforced at NYJ 39 - No Play.",REG,NE,Opponent,Defensive Penalty,3,5
2011,NE,NYJ,5,30,21,NE,NYJ,NYJ,NYJ 35,NYJ,35,65,Q2,,,NE,Offensive Holding,7,"(NYJ, NYJ 35, Q2) N.Folk kicks 69 yards from NYJ 35 to NE -4. S.Ridley to NE 14 for 18 yards (J.McKnight). PENALTY on NE-D.Fletcher, Offensive Holding, 7 yards, enforced at NE 14.",REG,Opponent,NE,Defensive Penalty,,
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NE 25,NE,25,75,Q2,1 and 10,2:26,NYJ,Illegal Contact,5,"(NE, NE 25, Q2, 1 and 10) (2:26) (Shotgun) T.Brady sacked at NE 19 for -6 yards (D.Strickland). PENALTY on NYJ-D.Revis, Illegal Contact, 5 yards, enforced at NE 25 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NYJ 48,NYJ,48,48,Q2,2 and 2,1:06,NE,False Start,4,"(NE, NYJ 48, Q2, 2 and 2) (1:06) (Shotgun) PENALTY on NE-C.Ochocinco, False Start, 4 yards, enforced at NYJ 48 - No Play.",REG,NE,NE,Offensive Penalty,2,2
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NYJ 26,NYJ,26,26,Q3,2 and 5,1:39,NYJ,Defensive Pass Interference,10,"(NE, NYJ 26, Q3, 2 and 5) (1:39) (No Huddle, Shotgun) T.Brady pass incomplete short middle to R.Gronkowski. PENALTY on NYJ-B.Pool, Defensive Pass Interference, 10 yards, enforced at NYJ 26 - No Play.",REG,NE,Opponent,Defensive Penalty,2,5
2011,NE,NYJ,5,30,21,NE,NYJ,NE,NE 35,NE,35,65,Q3,,,NYJ,Offensive Holding,7,"(NE, NE 35, Q3) S.Gostkowski kicks 72 yards from NE 35 to NYJ -7. J.McKnight to NYJ 29 for 36 yards (A.Molden, S.Vereen). PENALTY on NYJ-P.Turner, Offensive Holding, 7 yards, enforced at NYJ 15.",REG,NE,Opponent,Defensive Penalty,,
2011,NE,DAL,6,20,16,NE,DAL,DAL,DAL 20,DAL,20,80,Q1,1 and 10,15:00,DAL,Offensive Holding,10,"(DAL, DAL 20, Q1, 1 and 10) (15:00) F.Jones left tackle to DAL 24 for 4 yards (K.Love, K.Arrington). PENALTY on DAL-J.Phillips, Offensive Holding, 10 yards, enforced at DAL 20 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2011,NE,DAL,6,20,16,NE,DAL,DAL,DAL 39,DAL,39,61,Q1,2 and 8,6:15,DAL,Offensive Holding,10,"(DAL, DAL 39, Q1, 2 and 8) (6:15) D.Murray up the middle to DAL 40 for 1 yard (B.Spikes, K.Arrington). PENALTY on DAL-D.Free, Offensive Holding, 10 yards, enforced at DAL 39 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,8
2011,NE,DAL,6,20,16,NE,DAL,DAL,DAL 35,DAL,35,65,Q1,4 and 12,5:03,NE,Illegal Block Above the Waist,10,"(DAL, DAL 35, Q1, 4 and 12) (5:03) M.McBriar punts 55 yards to NE 10, Center-L.Ladouceur. W.Welker to NE 20 for 10 yards (A.Albright). PENALTY on NE-D.Fletcher, Illegal Block Above the Waist, 10 yards, enforced at NE 20.",REG,Opponent,NE,Defensive Penalty,4,12
2011,NE,DAL,6,20,16,NE,DAL,DAL,NE 22,NE,22,22,Q1,3 and 9,3:56,DAL,False Start,5,"(DAL, NE 22, Q1, 3 and 9) (3:56) (Shotgun) PENALTY on DAL-D.Free, False Start, 5 yards, enforced at NE 22 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,9
2011,NE,DAL,6,20,16,NE,DAL,NE,DAL 8,DAL,8,8,Q2,2 and 8,13:04,NE,Offensive Holding,10,"(NE, DAL 8, Q2, 2 and 8) (13:04) (No Huddle, Shotgun) B.Green-Ellis up the middle to DAL 3 for 5 yards. PENALTY on NE-N.Solder, Offensive Holding, 10 yards, enforced at DAL 8 - No Play.",REG,NE,NE,Offensive Penalty,2,8
2011,NE,DAL,6,20,16,NE,DAL,NE,DAL 48,DAL,48,48,Q2,2 and 9,9:36,DAL,Roughing the Passer,15,"(NE, DAL 48, Q2, 2 and 9) (9:36) (No Huddle) T.Brady pass incomplete deep left to D.Branch [A.Spencer]. PENALTY on DAL-A.Spencer, Roughing the Passer, 15 yards, enforced at DAL 48 - No Play.",REG,NE,Opponent,Defensive Penalty,2,9
2011,NE,DAL,6,20,16,NE,DAL,NE,DAL 33,DAL,33,33,Q2,2 and 10,9:29,NE,False Start,5,"(NE, DAL 33, Q2, 2 and 10) (9:29) (No Huddle, Shotgun) PENALTY on NE-W.Welker, False Start, 5 yards, enforced at DAL 33 - No Play.",REG,NE,NE,Offensive Penalty,2,10
2011,NE,DAL,6,20,16,NE,DAL,NE,NE 35,NE,35,65,Q2,,,DAL,Illegal Block Above the Waist,7,"(NE, NE 35, Q2) S.Gostkowski kicks 69 yards from NE 35 to DAL -4. D.Harris to DAL 19 for 23 yards (A.Molden; K.Arrington). PENALTY on DAL-B.Church, Illegal Block Above the Waist, 7 yards, enforced at DAL 14.",REG,NE,Opponent,Defensive Penalty,,
2011,NE,DAL,6,20,16,NE,DAL,DAL,NE 44,NE,44,44,Q3,1 and 10,9:47,NE,Illegal Substitution,5,"(DAL, NE 44, Q3, 1 and 10) (9:47) (No Huddle) D.Murray left tackle to NE 42 for 2 yards (A.Carter, B.Spikes). PENALTY on NE, Illegal Substitution, 5 yards, enforced at NE 44 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2011,NE,DAL,6,20,16,NE,DAL,NE,DAL 39,DAL,39,39,Q3,4 and 5,1:44,DAL,Running Into the Kicker,5,"(NE, DAL 39, Q3, 4 and 5) (1:44) Z.Mesko punts 35 yards to DAL 4, Center-D.Aiken, downed by NE-R.Ninkovich. PENALTY on DAL-A.Spencer, Running Into the Kicker, 5 yards, enforced at DAL 39 - No Play.",REG,NE,Opponent,Defensive Penalty,4,5
2011,NE,DAL,6,20,16,NE,DAL,DAL,NE 45,NE,45,45,Q4,4 and 10,13:03,DAL,Ineligible Downfield Kick,5,"(DAL, NE 45, Q4, 4 and 10) (13:03) M.McBriar punts 45 yards to end zone, Center-L.Ladouceur, Touchback. PENALTY on DAL-K.Brooking, Ineligible Downfield Kick, 5 yards, enforced between downs.",REG,Opponent,Opponent,Offensive Penalty,4,10
2011,NE,DAL,6,20,16,NE,DAL,NE,NE 25,NE,25,75,Q4,2 and 10,12:50,DAL,Illegal Substitution,5,"(NE, NE 25, Q4, 2 and 10) (12:50) D.Woodhead left guard to NE 30 for 5 yards. DAL-F.Walker was injured during the play.  PENALTY on DAL, Illegal Substitution, 5 yards, enforced at NE 25 - No Play.",REG,NE,Opponent,Defensive Penalty,2,10
2011,NE,DAL,6,20,16,NE,DAL,NE,NE 44,NE,44,56,Q4,2 and 3,11:33,NE,False Start,5,"(NE, NE 44, Q4, 2 and 3) (11:33) (No Huddle, Shotgun) PENALTY on NE-D.Branch, False Start, 5 yards, enforced at NE 44 - No Play.",REG,NE,NE,Offensive Penalty,2,3
2011,NE,DAL,6,20,16,NE,DAL,DAL,DAL 39,DAL,39,61,Q4,2 and 3,8:34,DAL,Offensive Holding,10,"(DAL, DAL 39, Q4, 2 and 3) (8:34) D.Murray right end to DAL 39 for no gain (G.Guyton). PENALTY on DAL-T.Smith, Offensive Holding, 10 yards, enforced at DAL 39 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,3
2011,NE,DAL,6,20,16,NE,DAL,DAL,DAL 25,DAL,25,75,Q4,3 and 13,2:47,DAL,False Start,5,"(DAL, DAL 25, Q4, 3 and 13) (2:47) (Shotgun) PENALTY on DAL-T.Smith, False Start, 5 yards, enforced at DAL 25 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,13
2011,PIT,NE,8,25,17,PIT,NE,NE,NE 43,NE,43,57,Q2,1 and 10,12:19,PIT,Defensive Holding,5,"(NE, NE 43, Q2, 1 and 10) (12:19) (Shotgun) T.Brady pass incomplete short left to A.Hernandez. PENALTY on PIT-L.Foote, Defensive Holding, 5 yards, enforced at NE 43 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2011,PIT,NE,8,25,17,PIT,NE,NE,NE 50,NE,50,50,Q2,2 and 8,11:15,PIT,Defensive Pass Interference,7,"(NE, NE 50, Q2, 2 and 8) (11:15) (Shotgun) T.Brady pass incomplete short left to D.Branch. PENALTY on PIT-W.Gay, Defensive Pass Interference, 7 yards, enforced at NE 50 - No Play.",REG,NE,Opponent,Defensive Penalty,2,8
2011,PIT,NE,8,25,17,PIT,NE,NE,PIT 43,PIT,43,43,Q2,1 and 10,11:10,NE,False Start,5,"(NE, PIT 43, Q2, 1 and 10) (11:10) PENALTY on NE-L.Mankins, False Start, 5 yards, enforced at PIT 43 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2011,PIT,NE,8,25,17,PIT,NE,NE,NE 46,NE,46,54,Q2,2 and 7,2:00,NE,False Start,5,"(NE, NE 46, Q2, 2 and 7) (2:00) (Shotgun) PENALTY on NE-L.Mankins, False Start, 5 yards, enforced at NE 46 - No Play.",REG,NE,NE,Offensive Penalty,2,7
2011,PIT,NE,8,25,17,PIT,NE,PIT,NE 43,NE,43,43,Q3,1 and 10,10:50,PIT,Offensive Pass Interference,10,"(PIT, NE 43, Q3, 1 and 10) (10:50) (Shotgun) B.Roethlisberger pass short right to H.Miller to NE 27 for 16 yards (P.Chung). PENALTY on PIT-E.Sanders, Offensive Pass Interference, 10 yards, enforced at NE 43 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2011,PIT,NE,8,25,17,PIT,NE,NE,NE 21,NE,21,79,Q3,1 and 10,6:06,PIT,Unnecessary Roughness,15,"(NE, NE 21, Q3, 1 and 10) (6:06) T.Brady pass short right to R.Gronkowski to NE 40 for 19 yards (K.Lewis). PENALTY on PIT-R.Clark, Unnecessary Roughness, 15 yards, enforced at NE 40.",REG,NE,Opponent,Defensive Penalty,1,10
2011,PIT,NE,8,25,17,PIT,NE,NE,PIT 24,PIT,24,24,Q3,1 and 10,4:11,NE,False Start,5,"(NE, PIT 24, Q3, 1 and 10) (4:11) (Shotgun) PENALTY on NE-M.Light, False Start, 5 yards, enforced at PIT 24 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2011,PIT,NE,8,25,17,PIT,NE,PIT,NE 26,NE,26,26,Q4,2 and 1,14:27,NE,Face Mask (15 Yards),12,"(PIT, NE 26, Q4, 2 and 1) (14:27) B.Roethlisberger pass short left to A.Brown to NE 24 for 2 yards (P.Chung). PENALTY on NE, Face Mask (15 Yards), 12 yards, enforced at NE 24.",REG,Opponent,NE,Defensive Penalty,2,1
2011,PIT,NE,8,25,17,PIT,NE,PIT,NE 7,NE,7,7,Q4,3 and 5,12:34,PIT,False Start,5,"(PIT, NE 7, Q4, 3 and 5) (12:34) (Shotgun) PENALTY on PIT-M.Gilbert, False Start, 5 yards, enforced at NE 7 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,5
2011,PIT,NE,8,25,17,PIT,NE,NE,PIT 7,PIT,7,7,Q4,3 and 2,4:21,PIT,Neutral Zone Infraction,3,"(NE, PIT 7, Q4, 3 and 2) (4:21) (Shotgun) PENALTY on PIT-C.Carter, Neutral Zone Infraction, 3 yards, enforced at PIT 7 - No Play.",REG,NE,Opponent,Defensive Penalty,3,2
2011,PIT,NE,8,25,17,PIT,NE,NE,PIT 4,PIT,4,4,Q4,2 and 4,4:15,NE,False Start,5,"(NE, PIT 4, Q4, 2 and 4) (4:15) (Shotgun) PENALTY on NE-S.Vollmer, False Start, 5 yards, enforced at PIT 4 - No Play.",REG,NE,NE,Offensive Penalty,2,4
2011,PIT,NE,8,25,17,PIT,NE,NE,PIT 1,PIT,1,1,Q4,4 and 1,2:48,PIT,Defensive Holding,0,"(NE, PIT 1, Q4, 4 and 1) (2:48) (Shotgun) T.Brady pass short left intended for R.Gronkowski INTERCEPTED by R.Mundy at PIT -4. R.Mundy ran ob in End Zone, SAFETY NULLIFIED by Penalty. PENALTY on PIT-R.Mundy, Defensive Holding, 0 yards, enforced at PIT 1 - No Play.",REG,NE,Opponent,Defensive Penalty,4,1
2011,PIT,NE,8,25,17,PIT,NE,NE,NE 35,NE,35,65,Q4,,,NE,Illegal Onside Kick,5,"(NE, NE 35, Q4) S.Gostkowski kicks onside 7 yards from NE 35 to NE 42, downed by NE-D.McCourty. PENALTY on NE, Illegal Onside Kick, 5 yards, enforced at NE 42. Penalty on NE, Illegally Kicking Ball, declined.",REG,NE,NE,Offensive Penalty,,
2011,PIT,NE,8,25,17,PIT,NE,PIT,NE 47,NE,47,47,Q4,4 and 30,00:29,PIT,Delay of Game,5,"(PIT, NE 47, Q4, 4 and 30) (:29) (Punt formation) PENALTY on PIT-D.Sepulveda, Delay of Game, 5 yards, enforced at NE 47 - No Play.",REG,Opponent,Opponent,Offensive Penalty,4,30
2011,NE,NYG,9,20,24,NYG,NE,NYG,NYG 45,NYG,45,55,Q1,4 and 2,13:30,NE,Offensive Holding,5,"(NYG, NYG 45, Q1, 4 and 2) (13:30) S.Weatherford punts 45 yards to NE 10, Center-Z.DeOssie, out of bounds. PENALTY on NE-B.Spikes, Offensive Holding, 5 yards, enforced at NE 10.",REG,Opponent,NE,Defensive Penalty,4,2
2011,NE,NYG,9,20,24,NYG,NE,NYG,NYG 33,NYG,33,67,Q2,3 and 5,14:10,NE,Encroachment,6,"(NYG, NYG 33, Q2, 3 and 5) (14:10) (Shotgun) PENALTY on NE-B.Spikes, Encroachment, 6 yards, enforced at NYG 33 - No Play.",REG,Opponent,NE,Defensive Penalty,3,5
2011,NE,NYG,9,20,24,NYG,NE,NYG,NYG 39,NYG,39,61,Q2,1 and 10,14:10,NYG,Offensive Holding,10,"(NYG, NYG 39, Q2, 1 and 10) (14:10) E.Manning pass incomplete deep right to M.Manningham (D.McCourty) [A.Haynesworth]. PENALTY on NYG-D.Diehl, Offensive Holding, 10 yards, enforced at NYG 39 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2011,NE,NYG,9,20,24,NYG,NE,NYG,NE 46,NE,46,46,Q2,1 and 10,8:24,NYG,Offensive Holding,10,"(NYG, NE 46, Q2, 1 and 10) (8:24) E.Manning scrambles right end ran ob at NE 44 for 2 yards. PENALTY on NYG-K.McKenzie, Offensive Holding, 10 yards, enforced at NE 46 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2011,NE,NYG,9,20,24,NYG,NE,NE,NE 19,NE,19,81,Q2,3 and 2,5:51,NE,Illegal Substitution,5,"(NE, NE 19, Q2, 3 and 2) (5:51) PENALTY on NE, Illegal Substitution, 5 yards, enforced at NE 19 - No Play.",REG,NE,NE,Offensive Penalty,3,2
2011,NE,NYG,9,20,24,NYG,NE,NE,NE 16,NE,16,84,Q3,2 and 10,9:59,NE,Delay of Game,5,"(NE, NE 16, Q3, 2 and 10) (9:59) (Shotgun) PENALTY on NE-T.Brady, Delay of Game, 5 yards, enforced at NE 16 - No Play.",REG,NE,NE,Offensive Penalty,2,10
2011,NE,NYG,9,20,24,NYG,NE,NE,NE 17,NE,17,83,Q3,2 and 10,9:03,NYG,Illegal Substitution,5,"(NE, NE 17, Q3, 2 and 10) (9:03) D.Woodhead left guard to NE 19 for 2 yards (M.Kiwanuka; J.Williams). PENALTY on NYG, Illegal Substitution, 5 yards, enforced at NE 17 - No Play.",REG,NE,Opponent,Defensive Penalty,2,10
2011,NE,NYG,9,20,24,NYG,NE,NYG,NE 2,NE,2,2,Q3,2 and 2,2:55,NYG,Delay of Game,5,"(NYG, NE 2, Q3, 2 and 2) (2:55) PENALTY on NYG-E.Manning, Delay of Game, 5 yards, enforced at NE 2 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,2
2011,NE,NYG,9,20,24,NYG,NE,NE,NYG 39,NYG,39,39,Q4,1 and 10,10:20,NE,False Start,5,"(NE, NYG 39, Q4, 1 and 10) (10:20) (Shotgun) PENALTY on NE-L.Mankins, False Start, 5 yards, enforced at NYG 39 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2011,NE,NYG,9,20,24,NYG,NE,NYG,NYG 25,NYG,25,75,Q4,1 and 10,5:51,NE,Defensive Pass Interference,35,"(NYG, NYG 25, Q4, 1 and 10) (5:51) (Shotgun) E.Manning pass incomplete deep left to M.Manningham. PENALTY on NE-K.Arrington, Defensive Pass Interference, 35 yards, enforced at NYG 25 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2011,NE,NYG,9,20,24,NYG,NE,NYG,NE 10,NE,10,10,Q4,3 and 5,3:07,NYG,Unsportsmanlike Conduct,15,"(NYG, NE 10, Q4, 3 and 5) (3:07) (Shotgun) E.Manning pass short left to M.Manningham for 10 yards, TOUCHDOWN. PENALTY on NYG-M.Manningham, Unsportsmanlike Conduct, 15 yards, enforced between downs.",REG,Opponent,Opponent,Offensive Penalty,3,5
2011,NE,NYG,9,20,24,NYG,NE,NYG,NE 2,NE,2,2,Q4,,,NYG,False Start,5,"(NYG, NE 2, Q4) (Kick formation) PENALTY on NYG-J.Cordle, False Start, 5 yards, enforced at NE 2 - No Play.",REG,Opponent,Opponent,Offensive Penalty,,
2011,NE,NYG,9,20,24,NYG,NE,NYG,NE 21,NE,21,21,Q4,1 and 10,00:35,NE,Defensive Pass Interference,20,"(NYG, NE 21, Q4, 1 and 10) (:35) (Shotgun) E.Manning pass incomplete deep left to V.Cruz. PENALTY on NE-S.Brown, Defensive Pass Interference, 20 yards, enforced at NE 21 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2011,NYJ,NE,10,16,37,NE,NYJ,NE,NYJ 27,NYJ,27,27,Q1,3 and 12,8:19,NE,Illegal Substitution,5,"(NE, NYJ 27, Q1, 3 and 12) (8:19) PENALTY on NE-B.Green-Ellis, Illegal Substitution, 5 yards, enforced at NYJ 27 - No Play.",REG,NE,NE,Offensive Penalty,3,12
2011,NYJ,NE,10,16,37,NE,NYJ,NYJ,NYJ 26,NYJ,26,74,Q2,3 and 14,15:00,NYJ,Offensive Pass Interference,10,"(NYJ, NYJ 26, Q2, 3 and 14) (15:00) (Shotgun) M.Sanchez pass deep right to P.Burress to NYJ 43 for 17 yards. PENALTY on NYJ-P.Burress, Offensive Pass Interference, 10 yards, enforced at NYJ 26 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,14
2011,NYJ,NE,10,16,37,NE,NYJ,NYJ,NE 46,NE,46,46,Q2,2 and 4,10:01,NYJ,Intentional Grounding,11,"(NYJ, NE 46, Q2, 2 and 4) (10:01) M.Sanchez pass incomplete short middle [A.Carter]. PENALTY on NYJ-M.Sanchez, Intentional Grounding, 11 yards, enforced at NE 46.",REG,Opponent,Opponent,Offensive Penalty,2,4
2011,NYJ,NE,10,16,37,NE,NYJ,NE,NE 12,NE,12,88,Q2,2 and 5,8:30,NE,Offensive Holding,6,"(NE, NE 12, Q2, 2 and 5) (8:30) B.Green-Ellis left end to NE 19 for 7 yards (D.Harris). PENALTY on NE-L.Mankins, Offensive Holding, 6 yards, enforced at NE 12 - No Play.",REG,NE,NE,Offensive Penalty,2,5
2011,NYJ,NE,10,16,37,NE,NYJ,NE,NE 13,NE,13,87,Q2,4 and 4,7:02,NYJ,Illegal Block Above the Waist,10,"(NE, NE 13, Q2, 4 and 4) (7:02) Z.Mesko punts 42 yards to NYJ 45, Center-D.Aiken. J.Kerley to NYJ 47 for 2 yards (M.Slater). PENALTY on NYJ-K.Wilson, Illegal Block Above the Waist, 10 yards, enforced at NYJ 45.",REG,NE,Opponent,Defensive Penalty,4,4
2011,NYJ,NE,10,16,37,NE,NYJ,NYJ,NYJ 35,NYJ,35,65,Q2,1 and 10,6:55,NE,Unnecessary Roughness,15,"(NYJ, NYJ 35, Q2, 1 and 10) (6:55) M.Sanchez pass incomplete deep right to P.Burress. NE-D.McCourty was injured during the play.  PENALTY on NE-S.Moore, Unnecessary Roughness, 15 yards, enforced at NYJ 35 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2011,NYJ,NE,10,16,37,NE,NYJ,NE,NE 5,NE,5,95,Q2,3 and 13,4:48,NE,Intentional Grounding,5,"(NE, NE 5, Q2, 3 and 13) (4:48) T.Brady pass incomplete short middle [J.Westerman]. PENALTY on NE-T.Brady, Intentional Grounding, 5 yards, enforced in End Zone, SAFETY.",REG,NE,NE,Offensive Penalty,3,13
2011,NYJ,NE,10,16,37,NE,NYJ,NYJ,NYJ 48,NYJ,48,52,Q2,1 and 10,3:27,NE,Defensive Offside,5,"(NYJ, NYJ 48, Q2, 1 and 10) (3:27) PENALTY on NE-M.Anderson, Defensive Offside, 5 yards, enforced at NYJ 48 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2011,NYJ,NE,10,16,37,NE,NYJ,NYJ,NE 2,NE,2,2,Q2,,,NE,Unnecessary Roughness,15,"(NYJ, NE 2, Q2) N.Folk extra point is GOOD, Center-T.Purdum, Holder-M.Brunell. PENALTY on NE-V.Wilfork, Unnecessary Roughness, 15 yards, enforced between downs.",REG,Opponent,NE,Defensive Penalty,,
2011,NYJ,NE,10,16,37,NE,NYJ,NE,NYJ 31,NYJ,31,31,Q2,1 and 10,00:42,NYJ,Face Mask (15 Yards),15,"(NE, NYJ 31, Q2, 1 and 10) (:42) (Shotgun) T.Brady pass incomplete deep right. PENALTY on NYJ-E.Smith, Face Mask (15 Yards), 15 yards, enforced at NYJ 31 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
