Season,Home,Away,Week,Team_Possesion,Field_Position,Quarter,To_go,Time_left_Qtr,Penalty_on,Penalty,Penalty_Yards,game_type
2010,PIT,NE,10,PIT,PIT 23,Q4,1 and 10,8:42,NE,Personal Foul,15,REG
2010,PIT,NE,10,NE,PIT 25,Q4,3 and 5,4:31,PIT,Roughing the Passer,15,REG
2010,PIT,NE,10,PIT,NE 2,Q4,,,NE,Illegal Contact,1,REG
2010,PIT,NE,10,NE,PIT 33,Q4,1 and 10,2:57,PIT,Defensive Holding,5,REG
2010,NE,IND,11,NE,NE 30,Q1,,,IND,Illegal Block Above the Waist,10,REG
2010,NE,IND,11,NE,NE 30,Q1,,,IND,Offensive Holding,10,REG
2010,NE,IND,11,NE,NE 18,Q1,1 and 10,6:01,IND,Defensive Pass Interference,6,REG
2010,NE,IND,11,IND,IND 49,Q2,2 and 10,:54,IND,Offensive Holding,10,REG
2010,NE,IND,11,NE,NE 41,Q3,4 and 7,12:05,IND,Offensive Holding,7,REG
2010,NE,IND,11,IND,NE 33,Q4,,5:08,NE,Unnecessary Roughness,15,REG
2010,NE,IND,11,IND,NE 34,Q4,2 and 1,1:04,IND,False Start,5,REG
2010,DET,NE,12,NE,NE 15,Q2,2 and 13,14:12,NE,Chop Block,7,REG
2010,DET,NE,12,NE,NE 33,Q2,3 and 6,3:53,DET,Defensive Pass Interference,6,REG
2010,DET,NE,12,NE,NE 39,Q3,2 and 7,:33,DET,Neutral Zone Infraction,5,REG
2010,DET,NE,12,NE,DET 30,Q4,1 and 10,15:00,NE,Illegal Block Above the Waist,10,REG
2010,DET,NE,12,DET,DET 45,Q4,3 and 5,11:52,DET,Offensive Pass Interference,10,REG
2010,DET,NE,12,DET,DET 35,Q4,4 and 15,11:17,NE,Illegal Block Above the Waist,10,REG
2010,DET,NE,12,NE,NE 23,Q4,2 and 3,10:32,NE,Offensive Holding,10,REG
2010,DET,NE,12,NE,NE 33,Q4,1 and 10,8:58,DET,Defensive Offside,5,REG
2010,DET,NE,12,DET,DET 31,Q4,1 and 10,6:34,DET,Illegal Touch Pass,5,REG
2010,DET,NE,12,NE,DET 12,Q4,1 and 10,5:43,DET,Defensive Offside,5,REG
2010,DET,NE,12,NE,DET 1,Q4,2 and 1,3:16,DET,Unsportsmanlike Conduct,15,REG
2010,DET,NE,12,NE,DET 2,Q4,,,DET,Unsportsmanlike Conduct,15,REG
2010,DET,NE,12,DET,NE 39,Q4,2 and 15,2:09,NE,Roughing the Passer,13,REG
2010,NE,NYJ,13,NE,NYJ 37,Q1,2 and 7,4:49,NYJ,Defensive Pass Interference,36,REG
2010,NE,NYJ,13,NYJ,NYJ 25,Q1,2 and 6,3:10,NYJ,Delay of Game,5,REG
2010,NE,NYJ,13,NE,NYJ 8,Q2,1 and 8,9:07,NE,Offensive Pass Interference,10,REG
2010,NE,NYJ,13,NE,NE 34,Q2,4 and 1,4:06,NYJ,Illegal Block Above the Waist,10,REG
2010,NE,NYJ,13,NE,NE 15,Q4,3 and 4,4:22,NYJ,Defensive 12 On-field,5,REG
2010,CHI,NE,14,CHI,CHI 28,Q1,2 and 4,5:07,CHI,Offensive Holding,10,REG
2010,CHI,NE,14,CHI,CHI 44,Q2,2 and 11,9:05,CHI,Offensive Holding,10,REG
2010,CHI,NE,14,CHI,CHI 35,Q2,4 and 9,1:57,NE,Offensive Holding,10,REG
2010,CHI,NE,14,NE,NE 39,Q3,2 and 12,6:49,NE,Offensive Holding,10,REG
2010,CHI,NE,14,NE,CHI 45,Q3,1 and 10,5:00,CHI,Encroachment,5,REG
2010,CHI,NE,14,CHI,NE 39,Q3,1 and 10,:38,NE,Defensive Pass Interference,13,REG
2010,CHI,NE,14,NE,CHI 31,Q4,1 and 10,11:38,NE,Offensive Holding,10,REG
2010,CHI,NE,14,NE,NE 42,Q4,1 and 10,4:46,CHI,Defensive Offside,5,REG
2010,NE,GB,15,NE,NE 43,Q1,2 and 8,2:04,NE,False Start,5,REG
2010,NE,GB,15,NE,NE 47,Q2,,10:41,NE,Offensive Holding,10,REG
2010,NE,GB,15,NE,NE 49,Q2,4 and 11,8:52,GB,Neutral Zone Infraction,5,REG
2010,NE,GB,15,GB,GB 19,Q2,3 and 9,7:59,NE,Defensive Offside,5,REG
2010,NE,GB,15,GB,NE 45,Q2,1 and 10,5:31,NE,Unnecessary Roughness,15,REG
2010,NE,GB,15,GB,NE 3,Q2,1 and 3,2:24,NE,Defensive Pass Interference,2,REG
2010,NE,GB,15,NE,NE 30,Q3,,,GB,Offensive Holding,10,REG
2010,NE,GB,15,GB,NE 22,Q3,2 and 10,6:25,NE,Face Mask (15 Yards),10,REG
2010,NE,GB,15,GB,GB 48,Q4,2 and 5,3:42,NE,Illegal Use of Hands,5,REG
2010,BUF,NE,16,BUF,BUF 13,Q1,1 and 10,6:24,BUF,False Start,5,REG
2010,BUF,NE,16,NE,BUF 43,Q1,,:21,BUF,Defensive Holding,5,REG
2010,BUF,NE,16,NE,BUF 38,Q1,1 and 10,:06,NE,False Start,5,REG
2010,BUF,NE,16,BUF,NE 30,Q2,1 and 10,9:09,BUF,Offensive Holding,10,REG
2010,BUF,NE,16,BUF,BUF 25,Q2,1 and 10,3:57,BUF,False Start,5,REG
2010,BUF,NE,16,NE,BUF 2,Q2,,,BUF,Defensive Offside,5,REG
2010,BUF,NE,16,NE,NE 35,Q3,1 and 10,14:53,NE,False Start,5,REG
2010,BUF,NE,16,BUF,BUF 15,Q3,2 and 7,12:17,BUF,Chop Block,10,REG
2010,BUF,NE,16,NE,BUF 34,Q3,1 and 10,8:00,NE,Offensive Holding,10,REG
2010,BUF,NE,16,NE,BUF 44,Q3,1 and 20,7:49,NE,Offensive Pass Interference,10,REG
2010,BUF,NE,16,BUF,NE 11,Q4,3 and 7,3:44,NE,Defensive Holding,5,REG
2010,BUF,NE,16,NE,NE 20,Q4,1 and 10,3:31,NE,False Start,5,REG
2010,NE,MIA,17,MIA,NE 45,Q1,2 and 3,1:33,MIA,Offensive Holding,10,REG
2010,NE,MIA,17,NE,NE 33,Q2,2 and 3,8:46,MIA,Encroachment,5,REG
2010,NE,MIA,17,MIA,MIA 25,Q2,1 and 10,1:35,MIA,Ineligible Downfield Pass,5,REG
2010,NE,MIA,17,NE,NE 27,Q3,2 and 5,14:40,NE,Illegal Use of Hands,10,REG
2010,NE,MIA,17,MIA,MIA 42,Q3,1 and 10,11:23,NE,Personal Foul,15,REG
2010,NE,MIA,17,NE,MIA 47,Q3,4 and 1,6:58,MIA,Encroachment,5,REG
2010,NE,MIA,17,NE,MIA 42,Q3,1 and 10,6:39,MIA,Roughing the Passer,15,REG
2010,NE,MIA,17,NE,MIA 12,Q3,2 and 9,1:09,NE,Offensive Holding,10,REG
2010,NE,MIA,17,NE,MIA 16,Q4,2 and 6,3:36,NE,Delay of Game,5,REG
2010,NE,MIA,17,MIA,MIA 34,Q4,3 and 10,2:34,NE,Defensive Pass Interference,32,REG
2011,MIA,NE,1,MIA,NE 19,Q1,1 and 10,11:06,MIA,Offensive Holding,10,REG
2011,MIA,NE,1,NE,NE 22,Q1,1 and 10,7:35,MIA,Defensive Offside,5,REG
2011,MIA,NE,1,NE,NE 35,Q1,1 and 10,2:03,NE,Illegal Formation,5,REG
2011,MIA,NE,1,NE,NE 35,Q2,,,MIA,Offensive Holding,10,REG
2011,MIA,NE,1,NE,MIA 42,Q2,1 and 10,7:45,NE,False Start,5,REG
2011,MIA,NE,1,MIA,MIA 5,Q2,4 and 9,5:43,NE,Illegal Block Above the Waist,10,REG
2011,MIA,NE,1,MIA,NE 49,Q2,2 and 13,3:36,MIA,Offensive Holding,10,REG
2011,MIA,NE,1,NE,MIA 19,Q2,2 and 10,:26,NE,Offensive Holding,10,REG
2011,MIA,NE,1,NE,MIA 43,Q3,1 and 10,14:37,MIA,Defensive 12 On-field,5,REG
2011,MIA,NE,1,NE,MIA 38,Q3,1 and 5,14:14,NE,False Start,5,REG
2011,MIA,NE,1,NE,NE 33,Q3,2 and 4,11:52,MIA,Encroachment,5,REG
2011,MIA,NE,1,NE,NE 35,Q3,,,MIA,Offensive Holding,10,REG
2011,MIA,NE,1,NE,MIA 21,Q3,2 and 1,:50,NE,Offensive Holding,10,REG
2011,MIA,NE,1,MIA,MIA 17,Q3,1 and 10,:05,MIA,False Start,5,REG
2011,MIA,NE,1,NE,MIA 39,Q4,2 and 2,2:53,NE,False Start,5,REG
2011,NE,SD,2,SD,SD 31,Q1,1 and 10,13:47,SD,False Start,5,REG
2011,NE,SD,2,NE,SD 47,Q1,1 and 10,1:32,NE,Offensive Holding,10,REG
2011,NE,SD,2,NE,SD 12,Q2,2 and 7,14:26,SD,Illegal Contact,4,REG
2011,NE,SD,2,SD,SD 24,Q2,1 and 10,13:16,NE,Roughing the Passer,15,REG
2011,NE,SD,2,NE,SD 10,Q2,1 and 10,2:52,SD,Unnecessary Roughness,15,REG
2011,NE,SD,2,SD,SD 20,Q2,1 and 10,2:49,SD,Offensive Holding,10,REG
2011,NE,SD,2,SD,SD 36,Q2,3 and 4,1:04,NE,Defensive Holding,5,REG
2011,NE,SD,2,SD,NE 41,Q2,2 and 10,:27,SD,False Start,5,REG
2011,NE,SD,2,SD,NE 29,Q2,1 and 10,:19,NE,Illegal Block Above the Waist,10,REG
2011,NE,SD,2,NE,SD 43,Q3,2 and 11,12:34,NE,False Start,5,REG
2011,NE,SD,2,SD,NE 48,Q3,2 and 1,6:44,NE,Defensive Holding,5,REG
2011,NE,SD,2,SD,NE 24,Q4,2 and 3,15:00,NE,Defensive Pass Interference,20,REG
2011,NE,SD,2,NE,PENALTY ,Q4,,12:16,NE,Offensive Holding,10,REG
2011,NE,SD,2,NE,SD 21,Q4,2 and 7,2:00,SD,Neutral Zone Infraction,5,REG
2011,BUF,NE,3,NE,BUF 9,Q1,2 and 9,10:11,NE,False Start,5,REG
2011,BUF,NE,3,NE,BUF 6,Q1,2 and 6,7:12,BUF,Defensive Holding,0,REG
2011,BUF,NE,3,BUF,NE 25,Q1,3 and 4,1:30,BUF,Chop Block,15,REG
2011,BUF,NE,3,NE,NE 30,Q2,2 and 9,11:16,NE,Illegal Use of Hands,10,REG
2011,BUF,NE,3,BUF,BUF 29,Q2,1 and 10,9:33,BUF,Offensive Holding,10,REG
2011,BUF,NE,3,NE,NE 35,Q2,,,BUF,Illegal Block Above the Waist,4,REG
2011,BUF,NE,3,BUF,BUF 36,Q2,1 and 10,4:39,BUF,Offensive Holding,10,REG
2011,BUF,NE,3,BUF,BUF 26,Q2,1 and 20,4:07,NE,Roughing the Passer,15,REG
2011,BUF,NE,3,NE,NE 20,Q2,1 and 10,1:56,BUF,Unnecessary Roughness,15,REG
2011,BUF,NE,3,NE,BUF 37,Q2,1 and 10,1:17,BUF,Unnecessary Roughness,13,REG
2011,BUF,NE,3,NE,BUF 32,Q3,2 and 1,:27,NE,Offensive Holding,10,REG
2011,BUF,NE,3,NE,BUF 23,Q4,1 and 10,11:38,BUF,Illegal Block Above the Waist,5,REG
2011,BUF,NE,3,BUF,BUF 5,Q4,1 and 10,11:27,NE,Roughing the Passer,15,REG
2011,BUF,NE,3,BUF,NE 32,Q4,1 and 10,10:50,NE,Defensive Pass Interference,31,REG
2011,BUF,NE,3,NE,BUF 1,Q4,3 and 1,3:37,NE,False Start,5,REG
2011,BUF,NE,3,BUF,NE 1,Q4,2 and 1,1:37,NE,Unsportsmanlike Conduct,2,REG
2011,BUF,NE,3,BUF,NE 4,Q4,2 and 4,:48,BUF,False Start,5,REG
2011,OAK,NE,4,OAK,NE 13,Q1,1 and 10,12:23,OAK,Illegal Block Above the Waist,10,REG
2011,OAK,NE,4,NE,NE 20,Q1,1 and 10,10:26,NE,Offensive Holding,10,REG
2011,OAK,NE,4,NE,NE 21,Q1,3 and 9,9:20,OAK,Unnecessary Roughness,15,REG
2011,OAK,NE,4,NE,OAK 47,Q1,,7:43,OAK,Face Mask (15 Yards),15,REG
2011,OAK,NE,4,OAK,OAK 23,Q1,2 and 7,6:01,OAK,Illegal Substitution,5,REG
2011,OAK,NE,4,OAK,NE 40,Q1,4 and 2,1:12,OAK,Delay of Game,5,REG
2011,OAK,NE,4,OAK,OAK 35,Q2,,,OAK,Unnecessary Roughness,15,REG
2011,OAK,NE,4,NE,OAK 40,Q2,1 and 10,9:40,OAK,Illegal Contact,5,REG
2011,OAK,NE,4,OAK,OAK 49,Q2,1 and 10,5:40,NE,Defensive 12 On-field,5,REG
2011,OAK,NE,4,NE,OAK 46,Q3,1 and 10,12:57,OAK,Defensive Offside,5,REG
2011,OAK,NE,4,NE,NE 20,Q3,1 and 10,3:21,NE,Illegal Motion,5,REG
2011,OAK,NE,4,OAK,NE 45,Q4,3 and 12,10:36,NE,Unnecessary Roughness,15,REG
2011,OAK,NE,4,NE,NE 48,Q4,2 and 11,9:44,NE,Offensive Holding,10,REG
2011,OAK,NE,4,NE,NE 37,Q4,4 and 10,4:19,OAK,Illegal Block Above the Waist,10,REG
2011,NE,NYJ,5,NYJ,NYJ 18,Q1,2 and 1,11:16,NYJ,False Start,4,REG
2011,NE,NYJ,5,NYJ,NYJ 18,Q1,4 and 1,10:16,NE,Offensive Holding,10,REG
2011,NE,NYJ,5,NE,NE 36,Q1,1 and 10,10:06,NYJ,Illegal Substitution,5,REG
2011,NE,NYJ,5,NE,NE 28,Q1,1 and 10,5:03,NE,Face Mask (15 Yards),14,REG
2011,NE,NYJ,5,NE,NE 17,Q1,3 and 21,3:22,NE,False Start,5,REG
2011,NE,NYJ,5,NE,NE 12,Q1,3 and 26,3:03,NYJ,Defensive Pass Interference,38,REG
2011,NE,NYJ,5,NE,NE 46,Q1,2 and 14,2:12,NE,Offensive Holding,10,REG
2011,NE,NYJ,5,NYJ,NYJ 29,Q2,4 and 1,14:30,NYJ,Unnecessary Roughness,15,REG
2011,NE,NYJ,5,NE,NYJ 39,Q2,3 and 5,12:59,NYJ,Illegal Contact,5,REG
2011,NE,NYJ,5,NYJ,NYJ 35,Q2,,,NE,Offensive Holding,7,REG
2011,NE,NYJ,5,NE,NE 25,Q2,1 and 10,2:26,NYJ,Illegal Contact,5,REG
2011,NE,NYJ,5,NE,NYJ 48,Q2,2 and 2,1:06,NE,False Start,4,REG
2011,NE,NYJ,5,NE,NYJ 26,Q3,2 and 5,1:39,NYJ,Defensive Pass Interference,10,REG
2011,NE,NYJ,5,NE,NE 35,Q3,,,NYJ,Offensive Holding,7,REG
2011,NE,DAL,6,DAL,DAL 20,Q1,1 and 10,15:00,DAL,Offensive Holding,10,REG
2011,NE,DAL,6,DAL,DAL 39,Q1,2 and 8,6:15,DAL,Offensive Holding,10,REG
2011,NE,DAL,6,DAL,DAL 35,Q1,4 and 12,5:03,NE,Illegal Block Above the Waist,10,REG
2011,NE,DAL,6,DAL,NE 22,Q1,3 and 9,3:56,DAL,False Start,5,REG
2011,NE,DAL,6,NE,DAL 8,Q2,2 and 8,13:04,NE,Offensive Holding,10,REG
2011,NE,DAL,6,NE,DAL 48,Q2,2 and 9,9:36,DAL,Roughing the Passer,15,REG
2011,NE,DAL,6,NE,DAL 33,Q2,2 and 10,9:29,NE,False Start,5,REG
2011,NE,DAL,6,NE,NE 35,Q2,,,DAL,Illegal Block Above the Waist,7,REG
2011,NE,DAL,6,DAL,NE 44,Q3,1 and 10,9:47,NE,Illegal Substitution,5,REG
2011,NE,DAL,6,NE,DAL 39,Q3,4 and 5,1:44,DAL,Running Into the Kicker,5,REG
2011,NE,DAL,6,DAL,NE 45,Q4,4 and 10,13:03,DAL,Ineligible Downfield Kick,5,REG
2011,NE,DAL,6,NE,NE 25,Q4,2 and 10,12:50,DAL,Illegal Substitution,5,REG
2011,NE,DAL,6,NE,NE 44,Q4,2 and 3,11:33,NE,False Start,5,REG
2011,NE,DAL,6,DAL,DAL 39,Q4,2 and 3,8:34,DAL,Offensive Holding,10,REG
2011,NE,DAL,6,DAL,DAL 25,Q4,3 and 13,2:47,DAL,False Start,5,REG
2011,PIT,NE,8,NE,NE 43,Q2,1 and 10,12:19,PIT,Defensive Holding,5,REG
2011,PIT,NE,8,NE,NE 50,Q2,2 and 8,11:15,PIT,Defensive Pass Interference,7,REG
2011,PIT,NE,8,NE,PIT 43,Q2,1 and 10,11:10,NE,False Start,5,REG
2011,PIT,NE,8,NE,NE 46,Q2,2 and 7,2:00,NE,False Start,5,REG
2011,PIT,NE,8,PIT,NE 43,Q3,1 and 10,10:50,PIT,Offensive Pass Interference,10,REG
2011,PIT,NE,8,NE,NE 21,Q3,1 and 10,6:06,PIT,Unnecessary Roughness,15,REG
2011,PIT,NE,8,NE,PIT 24,Q3,1 and 10,4:11,NE,False Start,5,REG
2011,PIT,NE,8,PIT,NE 26,Q4,2 and 1,14:27,NE,Face Mask (15 Yards),12,REG
2011,PIT,NE,8,PIT,NE 7,Q4,3 and 5,12:34,PIT,False Start,5,REG
2011,PIT,NE,8,NE,PIT 7,Q4,3 and 2,4:21,PIT,Neutral Zone Infraction,3,REG
2011,PIT,NE,8,NE,PIT 4,Q4,2 and 4,4:15,NE,False Start,5,REG
2011,PIT,NE,8,NE,PIT 1,Q4,4 and 1,2:48,PIT,Defensive Holding,0,REG
2011,PIT,NE,8,NE,NE 35,Q4,,,NE,Illegal Onside Kick,5,REG
2011,PIT,NE,8,PIT,NE 47,Q4,4 and 30,:29,PIT,Delay of Game,5,REG
2011,NE,NYG,9,NYG,NYG 45,Q1,4 and 2,13:30,NE,Offensive Holding,5,REG
2011,NE,NYG,9,NYG,NYG 33,Q2,3 and 5,14:10,NE,Encroachment,6,REG
2011,NE,NYG,9,NYG,NYG 39,Q2,1 and 10,14:10,NYG,Offensive Holding,10,REG
2011,NE,NYG,9,NYG,NE 46,Q2,1 and 10,8:24,NYG,Offensive Holding,10,REG
2011,NE,NYG,9,NE,NE 19,Q2,3 and 2,5:51,NE,Illegal Substitution,5,REG
2011,NE,NYG,9,NE,NE 16,Q3,2 and 10,9:59,NE,Delay of Game,5,REG
2011,NE,NYG,9,NE,NE 17,Q3,2 and 10,9:03,NYG,Illegal Substitution,5,REG
2011,NE,NYG,9,NYG,NE 2,Q3,2 and 2,2:55,NYG,Delay of Game,5,REG
2011,NE,NYG,9,NE,NYG 39,Q4,1 and 10,10:20,NE,False Start,5,REG
2011,NE,NYG,9,NYG,NYG 25,Q4,1 and 10,5:51,NE,Defensive Pass Interference,35,REG
2011,NE,NYG,9,NYG,NE 10,Q4,3 and 5,3:07,NYG,Unsportsmanlike Conduct,15,REG
2011,NE,NYG,9,NYG,NE 2,Q4,,,NYG,False Start,5,REG
2011,NE,NYG,9,NYG,NE 21,Q4,1 and 10,:35,NE,Defensive Pass Interference,20,REG
2011,NYJ,NE,10,NE,NYJ 27,Q1,3 and 12,8:19,NE,Illegal Substitution,5,REG
2011,NYJ,NE,10,NYJ,NYJ 26,Q2,3 and 14,15:00,NYJ,Offensive Pass Interference,10,REG
2011,NYJ,NE,10,NYJ,NE 46,Q2,2 and 4,10:01,NYJ,Intentional Grounding,11,REG
2011,NYJ,NE,10,NE,NE 12,Q2,2 and 5,8:30,NE,Offensive Holding,6,REG
2011,NYJ,NE,10,NE,NE 13,Q2,4 and 4,7:02,NYJ,Illegal Block Above the Waist,10,REG
2011,NYJ,NE,10,NYJ,NYJ 35,Q2,1 and 10,6:55,NE,Unnecessary Roughness,15,REG
2011,NYJ,NE,10,NE,NE 5,Q2,3 and 13,4:48,NE,Intentional Grounding,5,REG
2011,NYJ,NE,10,NYJ,NYJ 48,Q2,1 and 10,3:27,NE,Defensive Offside,5,REG
2011,NYJ,NE,10,NYJ,NE 2,Q2,,,NE,Unnecessary Roughness,15,REG
2011,NYJ,NE,10,NE,NYJ 31,Q2,1 and 10,:42,NYJ,Face Mask (15 Yards),15,REG
2011,NYJ,NE,10,NYJ,NYJ 35,Q3,,,NE,Illegal Block Above the Waist,9,REG
2011,NYJ,NE,10,NE,NYJ 14,Q3,3 and 11,10:48,NE,Illegal Touch Pass,5,REG
2011,NYJ,NE,10,NE,NYJ 5,Q3,3 and 3,4:47,NE,Unsportsmanlike Conduct,15,REG
2011,NYJ,NE,10,NYJ,NYJ 20,Q4,1 and 10,8:04,NYJ,Illegal Use of Hands,10,REG
2011,NE,KC,11,NE,NE 36,Q1,3 and 8,12:54,NE,Intentional Grounding,10,REG
2011,NE,KC,11,NE,NE 26,Q1,4 and 18,12:50,KC,Illegal Block Above the Waist,10,REG
2011,NE,KC,11,KC,NE 36,Q1,4 and 1,9:52,KC,Delay of Game,4,REG
2011,NE,KC,11,KC,NE 5,Q1,1 and 5,3:50,KC,Illegal Shift,5,REG
2011,NE,KC,11,KC,NE 45,Q2,3 and 11,8:46,KC,Offensive Holding,10,REG
2011,NE,KC,11,NE,KC 6,Q2,1 and 6,:59,NE,False Start,5,REG
2011,NE,KC,11,KC,NE 33,Q4,4 and 7,6:42,KC,Delay of Game,5,REG
2011,NE,KC,11,NE,KC 1,Q4,3 and 1,1:14,NE,Illegal Shift,5,REG
2011,PHI,NE,12,NE,NE 28,Q1,3 and 2,7:16,PHI,Defensive 12 On-field,5,REG
2011,PHI,NE,12,NE,PHI 27,Q1,3 and 1,3:27,PHI,Defensive Offside,5,REG
2011,PHI,NE,12,NE,NE 31,Q2,2 and 18,14:20,PHI,Defensive Offside,5,REG
2011,PHI,NE,12,NE,PHI 2,Q2,,,NE,False Start,5,REG
2011,PHI,NE,12,NE,NE 34,Q2,1 and 10,1:58,PHI,Neutral Zone Infraction,5,REG
2011,PHI,NE,12,NE,PHI 48,Q2,1 and 10,1:35,PHI,Illegal Use of Hands,5,REG
2011,PHI,NE,12,PHI,PHI 24,Q2,3 and 6,:18,PHI,False Start,5,REG
2011,PHI,NE,12,PHI,NE 49,Q3,4 and 10,1:09,PHI,Offensive Holding,10,REG
2011,PHI,NE,12,PHI,PHI 36,Q4,1 and 10,8:03,NE,Illegal Contact,5,REG
2011,PHI,NE,12,PHI,PHI 41,Q4,2 and 10,7:34,PHI,False Start,5,REG
2011,PHI,NE,12,NE,NE 45,Q4,1 and 10,6:54,NE,Offensive Holding,10,REG
2011,PHI,NE,12,PHI,PHI 48,Q4,1 and 10,2:28,PHI,Offensive Holding,10,REG
2011,PHI,NE,12,PHI,PHI 38,Q4,1 and 20,2:22,PHI,False Start,5,REG
2011,NE,IND,13,IND,IND 20,Q1,1 and 10,15:00,IND,Offensive Holding,10,REG
2011,NE,IND,13,NE,IND 29,Q1,1 and 10,10:39,IND,Illegal Substitution,5,REG
2011,NE,IND,13,IND,NE 1,Q2,3 and 1,14:35,IND,False Start,4,REG
2011,NE,IND,13,NE,NE 43,Q2,4 and 2,11:24,NE,Delay of Game,5,REG
2011,NE,IND,13,NE,IND 29,Q2,1 and 10,5:28,NE,Offensive Holding,10,REG
2011,NE,IND,13,IND,IND 21,Q2,2 and 9,2:14,IND,False Start,5,REG
2011,NE,IND,13,IND,IND 17,Q3,2 and 7,3:23,IND,False Start,5,REG
2011,NE,IND,13,IND,IND 35,Q4,,,NE,Encroachment,5,REG
2011,WAS,NE,14,WAS,NE 1,Q1,3 and 1,7:16,WAS,False Start,5,REG
2011,WAS,NE,14,WAS,WAS 16,Q1,2 and 10,5:10,WAS,Offensive Holding,8,REG
2011,WAS,NE,14,WAS,WAS 8,Q1,3 and 18,4:36,NE,Defensive Pass Interference,11,REG
2011,WAS,NE,14,WAS,NE 22,Q2,3 and 9,4:26,NE,Roughing the Passer,11,REG
2011,WAS,NE,14,NE,WAS 23,Q2,2 and 4,1:07,WAS,Unnecessary Roughness,10,REG
2011,WAS,NE,14,NE,NE 34,Q3,1 and 10,14:21,WAS,Unsportsmanlike Conduct,15,REG
2011,WAS,NE,14,NE,WAS 27,Q3,2 and 2,12:46,NE,Offensive Holding,10,REG
2011,WAS,NE,14,WAS,NE 29,Q3,2 and 10,9:30,NE,Unnecessary Roughness,15,REG
2011,WAS,NE,14,NE,NE 35,Q3,,,WAS,Offensive Holding,10,REG
2011,WAS,NE,14,WAS,WAS 20,Q4,1 and 10,12:43,WAS,Offensive Holding,10,REG
2011,WAS,NE,14,WAS,NE 5,Q4,2 and 5,1:15,WAS,Offensive Pass Interference,10,REG
2011,DEN,NE,15,NE,NE 23,Q1,3 and 7,4:16,DEN,Defensive Holding,5,REG
2011,DEN,NE,15,NE,DEN 40,Q2,2 and 10,3:57,DEN,Neutral Zone Infraction,5,REG
2011,DEN,NE,15,NE,NE 11,Q3,3 and 19,13:42,NE,Delay of Game,5,REG
2011,DEN,NE,15,NE,NE 6,Q3,3 and 24,13:21,DEN,Illegal Use of Hands,5,REG
2011,DEN,NE,15,DEN,DEN 40,Q3,4 and 18,4:37,DEN,False Start,5,REG
2011,DEN,NE,15,NE,DEN 37,Q3,1 and 10,1:37,DEN,Face Mask (15 Yards),15,REG
2011,DEN,NE,15,DEN,DEN 8,Q3,1 and 10,:36,DEN,Offensive Holding,4,REG
2011,DEN,NE,15,NE,DEN 13,Q4,2 and 4,6:01,NE,Offensive Holding,10,REG
2011,DEN,NE,15,NE,DEN 1,Q4,1 and 1,4:47,DEN,Defensive 12 On-field,0,REG
2011,DEN,NE,15,DEN,DEN 35,Q4,1 and 10,3:48,NE,Defensive Holding,5,REG
2011,DEN,NE,15,NE,DEN 34,Q4,1 and 10,2:17,NE,Offensive Holding,10,REG
2011,NE,MIA,16,MIA,MIA 37,Q1,2 and 10,3:04,MIA,False Start,5,REG
2011,NE,MIA,16,MIA,MIA 7,Q2,2 and 14,11:42,MIA,Personal Foul,9,REG
2011,NE,MIA,16,MIA,MIA 9,Q2,3 and 12,11:09,NE,Defensive Pass Interference,18,REG
2011,NE,MIA,16,MIA,NE 20,Q2,3 and 3,7:28,NE,Defensive Pass Interference,17,REG
2011,NE,MIA,16,NE,NE 41,Q2,4 and 8,5:38,NE,False Start,5,REG
2011,NE,MIA,16,MIA,MIA 45,Q2,2 and 7,1:08,MIA,False Start,5,REG
2011,NE,MIA,16,NE,MIA 39,Q3,3 and 6,13:10,MIA,Neutral Zone Infraction,5,REG
2011,NE,MIA,16,NE,MIA 38,Q3,1 and 10,10:45,MIA,Encroachment,5,REG
2011,NE,MIA,16,MIA,MIA 46,Q3,1 and 10,:25,MIA,Offensive Holding,10,REG
2011,NE,MIA,16,NE,NE 49,Q4,2 and 10,10:59,NE,False Start,5,REG
2011,NE,MIA,16,NE,MIA 14,Q4,1 and 10,10:49,NE,Illegal Formation,5,REG
2011,NE,BUF,17,BUF,BUF 49,Q1,1 and 10,11:33,NE,Defensive Pass Interference,47,REG
2011,NE,BUF,17,BUF,NE 18,Q1,2 and 6,5:24,BUF,"enforced between downs. BUF 13-St. Johnson 1,004 receiving yds",2,REG
2011,NE,BUF,17,NE,NE 39,Q1,1 and 10,5:14,BUF,Illegal Contact,5,REG
2011,NE,BUF,17,NE,BUF 32,Q2,3 and 4,1:10,NE,Offensive Holding,10,REG
2011,NE,BUF,17,NE,BUF 42,Q2,3 and 14,1:05,BUF,Personal Foul,15,REG
2011,NE,BUF,17,BUF,BUF 28,Q3,2 and 2,4:25,BUF,Delay of Game,5,REG
2011,NE,BUF,17,NE,BUF 30,Q3,3 and 15,2:47,BUF,Illegal Contact,5,REG
2011,NE,BUF,17,BUF,NE 48,Q4,3 and 5,13:33,NE,Illegal Use of Hands,5,REG
2011,NE,BUF,17,BUF,BUF 41,Q4,2 and 5,1:56,NE,Personal Foul,15,REG
2012,TEN,NE,1,TEN,TEN 45,Q1,2 and 5,12:35,NE,Defensive Pass Interference,9,REG
2012,TEN,NE,1,NE,NE 35,Q2,,,TEN,Offensive Holding,10,REG
2012,TEN,NE,1,TEN,TEN 38,Q2,4 and 1,7:27,TEN,Interference with Opportunity to Catch,15,REG
